Percentage of Constraints,Percentage of False Positives
0.093,1.0
0.0931,1.0
0.0932,1.0
0.0933,1.0
0.0934,1.0
0.0935,1.0
0.0936,1.0
0.0937,1.0
0.0938,0.0
0.0939,0.0
